model_name,profile_id,samples,expected_hits,CVaR_90,p_hit_ge_1,value_lost,expected_unique_ships_hit,expected_repeat_hits,expected_loss,CVaR_90_loss
rl_policy,P03,120,2.3916666666666666,3.019607843137255,1.0,1.8575000000000004,1.9083333333333334,0.5416666666666666,3.8741666666666665,6.128571428571429
rl_policy,P08,120,2.6333333333333333,4.0,0.9916666666666667,2.0075,2.0416666666666665,0.5916666666666667,4.1675,6.150000000000001
rl_policy,P10,120,2.533333333333333,3.014925373134328,0.9916666666666667,2.9860416666666665,2.25,0.35,5.306041666666666,7.225000000000002
rl_policy,P12,120,3.375,4.0,1.0,1.8425000000000002,1.825,1.55,3.9775,4.3999999999999995
rl_policy,P13,120,2.225,3.0625,0.9916666666666667,2.151458333333333,1.9333333333333333,0.3,4.144791666666666,7.244047619047619
rl_policy,P14,120,3.95,4.0,1.0,5.219895833333334,2.783333333333333,1.175,8.238229166666667,10.575
rl_policy,P20,120,3.95,4.0,1.0,2.15,2.1166666666666667,1.8333333333333333,4.633333333333335,6.15
rl_policy,P23,120,2.091666666666667,3.0476190476190474,1.0,3.290625000000001,2.025,0.125,5.340625,8.341666666666669
rl_policy,P26,120,3.95,4.0,1.0,5.161041666666666,3.933333333333333,0.1,9.114374999999997,9.339953271028035
rl_policy,P29,120,1.1833333333333333,2.046511627906977,0.8083333333333333,1.316875,1.225,0.0,2.5418749999999997,4.500568181818181
